name,address,place_id,rating,reviews,price_level,website,arrondissement
"Le Bosquet, restaurant","46 Av. Bosquet, 75007 Paris, France",ChIJPV6btiBw5kcRAGVdYBI4MMk,4.1,949,2,http://www.bosquetparis.com/,07
Les Cocottes,"135 Rue Saint-Dominique, 75007 Paris, France",ChIJU5JgmN9v5kcRPHf9BJWJqZs,4.2,2270,2,https://lescocottes.paris/,07
Brasserie de la Tour Eiffel,"2 Av. de la Bourdonnais, 75007 Paris, France",ChIJFZYqE-Fv5kcRSNght0m79x0,3.7,3830,2,https://www.brasserietoureiffel.com/,07
Carmine Café,"73 Av. de Suffren, 75007 Paris, France",ChIJWbxjGCJw5kcRkH3b0lzVfeI,4.1,1816,2,https://carmine-cafe.fr/,07
Cocorico,"5 Rue du Bac, 75007 Paris, France",ChIJUcFddSlu5kcRGmJnxeLzvG8,4.4,2165,2,http://lecocorico.paris/,07
Riviera Fuga,"10 Port des Invalides, 75007 Paris, France",ChIJRQJBH5Fv5kcRFXwf6qpaz6E,4.8,3619,3,https://www.fugafamily.com/restaurants/riviera-fuga,07
Le Drop Café,"36 Rue de Bellechasse, 75007 Paris, France",ChIJo7gmySpu5kcRrLli9_fw0bY,4.1,791,2,https://www.instagram.com/ledropcafe/,07
Le Bistrot des Fables,"139 Rue Saint-Dominique, 75007 Paris, France",ChIJF6AjH95v5kcRNgU_zgW_fd0,4.5,190,N/A,https://bistrotdesfables.fr/,07
Café Concorde,"239 Bd Saint-Germain, 75007 Paris, France",ChIJ7alhZc1v5kcRtxCVbfAr_6Q,4.1,1032,2,https://cafeconcorde.fr/,07
Brasserie L’Alsace,"39 Av. des Champs-Élysées, 75008 Paris, France",ChIJUWoNhMNv5kcRV_ttmJ0DYFw,4.2,10217,3,https://www.restaurantalsace.com/?utm_source=Google&utm_medium=GMB&utm_campaign=ALS&y_source=1_MTE2NjUxNzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,08
Brasserie Pastis,"87 Bd Haussmann, 75008 Paris, France",ChIJNY8pn31v5kcRTzHkhdndvbw,4.5,3571,2,https://www.brasseriepastis.fr/,08
Elysee St Honore... Cafe ..Restaurant,"205 Rue du Faubourg Saint-Honoré, 75008 Paris, France",ChIJPRR7qchv5kcRdQn5CNgD8Ew,4.2,1900,3,http://lelyseesainthonore.com/,08
Brasserie La Lorraine,"2 Pl. des Ternes, 75008 Paris, France",ChIJFx3-JZVv5kcRbNWpjSMXP7g,4.2,3615,3,https://www.brasserielalorraine.com//?utm_source=Google&utm_medium=GMB&utm_campaign=LOR&y_source=1_MTE2NjUxNzItNzE1LWxvY2F0aW9uLndlYnNpdGU=,08
Le Drugstore,"133 Av. des Champs-Élysées, 75008 Paris, France",ChIJgfoVfI5v5kcRddBtmdEkm18,4.6,3562,N/A,http://restaurant-le-drugstore.com/,08
Le Carré Élysée,"49 Av. Franklin Delano Roosevelt, 75008 Paris, France",ChIJgS0xpcVv5kcRaEN9aHlhP-M,4.6,2063,2,N/A,08
Brasserie des Champs,"122 Av. des Champs-Élysées, 75008 Paris, France",ChIJ5eNCoXZv5kcRzGv8MFahhys,3.6,2298,2,https://www.brasserie-des-champs.com/,08
Brasserie Fouquet's Paris,"99 Av. des Champs-Élysées, 75008 Paris, France",ChIJb1MgBMJv5kcROFQGTJ9L6SA,4.2,4497,4,https://www.hotelsbarriere.com/collection-fouquet-s/paris/restaurants-et-bars/brasserie-fouquet-s-paris,08
Le Griffonnier,"8 Rue des Saussaies, 75008 Paris, France",ChIJt8slps5v5kcRsaiKP9uhiCE,4.6,208,N/A,https://www.legriffonnier.com/,08
Brasserie Lazare Paris,"Rue Intérieure, 75008 Paris, France",ChIJAbPJYTVu5kcRuFw8L6Iuy6M,4.1,2754,3,http://lazare-paris.fr/,08
Le Bistro Marbeuf,"21 Rue Marbeuf, 75008 Paris, France",ChIJjZtAHsNv5kcRP99Tgp1gods,4.1,2342,2,http://bistromarbeuf.fr/,08
Brasserie de l'Europe (tabac),"11 Rue de Lisbonne, 75008 Paris, France",ChIJZTmXMbZv5kcRoB2P9LZEo8I,4.3,185,2,https://www.brasseriedeleurope.fr/,08
Le Boissy d'Anglas,"41 Rue Boissy d'Anglas, 75008 Paris, France",ChIJ2126xcxv5kcRQle19SseHTY,4.5,692,N/A,N/A,08
Le George V,"1 Av. George V, 75008 Paris, France",ChIJbWkYat1v5kcRAmoF7XKI25Y,3.9,2594,2,http://www.legeorgevcafe.fr/,08
Le Café de Paris,"45 Av. de Friedland, 75008 Paris, France",ChIJIXf-s-tv5kcRuUFrGADIzeM,3.9,2028,2,https://restaurant-lecafedeparis.com/,08
Le Président,"59 Av. Franklin Delano Roosevelt, 75008 Paris, France",ChIJuchRxcVv5kcRfPU8M3k9f9g,4.2,537,2,https://lepresident.paris/,08
Le Mess,"16 Rue des Saussaies, 75008 Paris, France",ChIJGwABUV5v5kcR6sukDbEnzgo,4.7,92,N/A,https://www.lemessrestaurant.com/,08
Beauvau Saint-Honoré,"4 Rue des Saussaies, 75008 Paris, France",ChIJe-r2pM5v5kcRuS0poG54HDI,4.4,419,2,https://beauvau-saint-honore.eatbu.com/?lang=fr,08
Triadou Haussmann,"80 Bd Haussmann, 75008 Paris, France",ChIJoRNc4jRu5kcRjIC3RtdeETc,3.8,2959,3,http://triadou-haussmann.fr/fr,08
Beaucour à la folie,"16 Av. Hoche, 75008 Paris, France",ChIJC1qdWj5v5kcRh9VuT2Yzz5M,4.8,335,N/A,https://www.cafebeaucourfolie.fr/,08
BRASSERIE LE MIGNON,"8 Rue Lamartine, 75009 Paris, France",ChIJ1_PKeEBu5kcRP8wnB7dzaYw,4.8,127,2,N/A,09
Grand Café Capucines,"4 Bd des Capucines, 75009 Paris, France",ChIJkx1IsDBu5kcRkKzFD4HjFMc,4.2,7500,3,https://www.legrandcafe.com//?utm_source=Google&utm_medium=GMB&utm_campaign=GCC&y_source=1_MTE2NjUxODUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,09
Le Royal,"8 Rue La Fayette, 75009 Paris, France",ChIJYd6GZDdu5kcRu4KePSu01kk,3.9,727,2,https://www.privateaser.com/lieu/52238-le-royal,09
Au Bercail,"6 Rue de Maubeuge, 75009 Paris, France",ChIJZV5YVj9u5kcRZxU8-MJiecQ,4.2,491,2,https://www.privateaser.com/lieu/39750-au-bercail,09
Au Petit Riche,"25 Rue Le Peletier, 75009 Paris, France",ChIJiS_6Fjlu5kcRlTC1oqEVTac,4.4,1776,3,http://www.restaurant-aupetitriche.com/,09
Les Fils à Maman Grands-Boulevards,"7 bis Rue Geoffroy-Marie, 75009 Paris, France",ChIJazN5UT5u5kcRELPsC-EbGoQ,4.6,3211,2,https://www.lesfilsamaman.com/restaurants/paris-grands-boulevards/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,09
Restaurant La Petite Charlotte,"47 Rue Notre Dame de Lorette, 75009 Paris, France",ChIJI4AbkjZv5kcRkQJhobocIk8,4.8,469,N/A,https://lapetitecharlotterestaurant.fr/,09
Royal Trinité,"59 Rue de Châteaudun, 75009 Paris, France",ChIJ0Sj2LDZu5kcR8ZYTT2SRqk8,3.1,2426,2,http://leroyaltrinite.fr/,09
Chez Gustave,"6 Pl. Gustave Toudouze, 75009 Paris, France",ChIJwb-HWkZu5kcRRpcuGRdMDYQ,4.2,607,N/A,https://r.yonev.com/store/60,09
Les Bacchantes,"21 Rue de Caumartin, 75009 Paris, France",ChIJpT1j9zNu5kcRQ9Nz9W8sXwQ,4.3,967,2,http://www.lesbacchantes.fr/,09
Le P'tit Piano,"26 Rue Cadet, 75009 Paris, France",ChIJg5DO-ypv5kcRLo19dFCDJ6w,4.7,1508,2,https://leptitpianobar.fr/,09
Les Canailles,"25 Rue la Bruyère, 75009 Paris, France",ChIJx4MygUhu5kcRMypVhd_iT8E,4.7,945,2,https://www.restaurantlescanailles.fr/en-salle/,09
Bistrot du 9ème,"1 Rue Frochot, 75009 Paris, France",ChIJJVWoe0Zu5kcRdkA-E3ewHz8,3.7,813,2,https://www.reservateur.fr/etablissement/599/Bistrot-du-9%C3%A8me,09
Café Marguerite,"28 R. des Martyrs, 75009 Paris, France",ChIJldd2JUdu5kcRtjKETYfNmXg,4.5,913,2,N/A,09
Le Petit Cadet,"9 Rue Cadet, 75009 Paris, France",ChIJuc6GCz9u5kcRS3d-UkLySso,4.3,1118,2,http://lepetitcadet-paris.fr/fr,09
Bistrot Rougemont,"10 Rue Rougemont, 75009 Paris, France",ChIJUcfEzl5v5kcRMnJEpWQ0ST8,4.7,720,2,http://www.bistrot-rougemont.fr/,09
Le Royal Bergère,"24 Rue Bergère, 75009 Paris, France",ChIJFQhJTj5u5kcRhx0ALUThIB0,3.8,870,2,https://www.privateaser.com/lieu/6411-le-royal-bergere,09
Bourgogne Sud,"14 Rue de Clichy, 75009 Paris, France",ChIJqQhQkklu5kcRBWxiLYpzgew,4.5,1251,2,https://bourgogne-sud-paris.fr/,09
Le Savarin,"4 Rue de Navarin, 75009 Paris, France",ChIJ6RjR3EZu5kcR9KkHdeYEqbk,4.7,691,3,https://www.lapantruchoise.com/lesavarin,09
Poni,"24 Rue Saint-Lazare, 75009 Paris, France",ChIJ__9Pj0du5kcRJl4tnbeHmvA,4.8,2248,2,https://poni-bistro.eatbu.com/?lang=fr#reservation,09
Brasserie Bellanger,"140 Rue du Faubourg Poissonnière, 75010 Paris, France",ChIJLzkwDG5v5kcR4iljevWUw_M,4.7,4055,2,https://nouvellegardegroupe.fr/,10
Brasserie Floderer,"7 Cr des Petites Écuries, 75010 Paris, France",ChIJUcm-vxNu5kcRBE4e7wFBAPE,3.9,1360,3,http://www.floderer-paris.com/,10
Louisette,"8 Boulevard St Denis, 75010 Paris, France",ChIJC_LUShdv5kcRJg8SUEkor_Y,4.7,4517,N/A,https://www.louisette-paris.com/,10
Terminus Nord,"23 Rue de Dunkerque, 75010 Paris, France",ChIJl5CSSmxu5kcRpmSb14jQGxA,4.2,4832,2,https://www.terminusnord.com//?utm_source=Google&utm_medium=GMB&utm_campaign=TN&y_source=1_MTE2NjUxODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,10
Bouillon Chartier,"5 Rue du 8 Mai 1945, 75010 Paris, France",ChIJO77c9RRv5kcRL-TBSE082ec,4.6,7480,1,https://www.bouillon-chartier.com/,10
Brasserie Riviera,"118 Rue La Fayette, 75010 Paris, France",ChIJ3Soa7Jtv5kcRb7j3JknTXDM,4.3,620,N/A,http://www.lariviera.paris/,10
Les Rupins - Restaurant Parisien,"35 Bd de Magenta, 75010 Paris, France",ChIJ38_szA1u5kcRtZZK4AhbCpQ,4.6,3138,2,http://www.lesrupins.fr/,10
Bouillon Julien,"16 Rue du Faubourg Saint-Denis, 75010 Paris, France",ChIJg8kIZRFu5kcRULZqe9xS-a0,4.1,7626,2,https://www.bouillon-julien.com/,10
Le Prévoyant,"79 Bd de Magenta, 75010 Paris, France",ChIJny9btRJu5kcRjoMr88Yz9gs,4.2,705,2,https://www.wiictechnology.com/WiiC_clouds/offre.php?resto=243,10
La Ville de Provins,"74 Bd de Strasbourg, 75010 Paris, France",ChIJHcV-UA1u5kcRBbIajeOZSDc,4.3,814,2,http://www.lavilledeprovins.com/,10
La Maison Bleue,"7 Pl. Franz Liszt, 75010 Paris, France",ChIJvX0Tbmtu5kcRFaw-9J09e4k,4.3,1407,2,http://www.lamaisonbleue.paris/,10
Brasserie de l'Hôtel du Nord,"102 Quai de Jemmapes, 75010 Paris, France",ChIJN_VadQtu5kcRLwEl3jggM4s,4.3,1225,2,https://www.hoteldunordparis.com/,10
Valma Brasserie Provençale,"45 Quai de Valmy, 75010 Paris, France",ChIJ3eIklglu5kcRpX9JYrT_Vlc,4.4,1168,2,https://www.brasserie-valma.fr/,10
Le Robinet d'Or Restaurant & Bar Canal Saint Martin,"7 Rue Eugène Varlin, 75010 Paris, France",ChIJh2Be_stv5kcRtJeuWexCZm0,4.6,311,2,http://lerobinetdor.com/,10
The Place to... Gare de l'Est - Restaurant Pub Paris 10,"131 Rue du Faubourg Saint-Martin, 75010 Paris, France",ChIJH1_HQWJv5kcRlsLG7J1YW14,4.4,1224,2,https://www.theplaceto.paris/,10
Brasserie Chateau Landon,"187 Rue du Faubourg Saint-Martin, 75010 Paris, France",ChIJYXf-j3Nu5kcRwp74-uTOoMQ,4.4,401,2,N/A,10
L'Amour Vache,"2 Bd de Bonne Nouvelle, 75010 Paris, France",ChIJj_s4SxFu5kcRL6aXemtgYcY,4.3,1533,2,https://wiicmenu-qrcode.com/app/restaurantWebSite.html?resto=1275,10
Au Comptoir,"9 Rue de la Grange aux Belles, 75010 Paris, France",ChIJ7S0Roltv5kcR5UOh0qbnRFc,4.2,297,N/A,https://www.brasserieaucomptoir.fr/,10
BLOOM GARDEN Restaurant & Bar à cocktails,"23 R. du Château Landon, 75010 Paris, France",ChIJA1n6SqJv5kcRjEMCcj0PbI4,4.8,83,N/A,https://bloomhouse-hotel.com/restaurant/,10
Le Plomb du Cantal Rive Droite,"4 Boulevard St Denis, 75010 Paris, France",ChIJp-XOxxFu5kcRo3ILR9GpeOQ,4.2,2596,2,N/A,10
Brasserie Martin,"24 Rue Saint-Ambroise, 75011 Paris, France",ChIJuU_y2Spt5kcR4zgRjp_YWEc,4.6,3993,2,https://nouvellegardegroupe.com/,11
Brasserie Rosie,"53 Rue du Faubourg Saint-Antoine, 75011 Paris, France",ChIJpxiIIGdz5kcRw6DgrF-erAA,4.7,5441,2,https://brasseriesalamode.com/,11
Les Cuivres - Restaurant Paris 11,"68 Av. de la République, 75011 Paris, France",ChIJV7dl_6Bt5kcRLQZuKu0QYiA,4.6,1505,2,http://www.lescuivresparis.com/,11
Le Royal Brasserie,"110 Rue du Chemin Vert, 75011 Paris, France",ChIJMagSP_Ft5kcREhl8M4rMan0,4.5,203,1,https://www.privateaser.com/lieu/49290-le-royal-onze,11
La Robe de la Girafe - Bistro Paris 11,"5 Rue Froment, 75011 Paris, France",ChIJ2ygHt_ht5kcRJT3rpsBU2sQ,4.5,1157,2,https://www.larobedelagirafe.com/,11
Le Rey - Restaurant Paris 11,"130 Rue de la Roquette, 75011 Paris, France",ChIJSU5Svfdt5kcR8zByKLB8DOU,3.9,1629,2,N/A,11
Le Bistrot du Peintre,"116 Av. Ledru Rollin, 75011 Paris, France",ChIJ2ZYOZAty5kcRVaUKv_HxrWI,4.4,680,2,http://www.bistrotdupeintre.com/,11
Charbon Café,"109 Rue Oberkampf, 75011 Paris, France",ChIJfU98SuVt5kcRfFDi5Uj6u6Q,4.2,1917,2,http://www.lecafecharbon.fr/,11
Grand Café Bataclan,"50 Bd Voltaire, 75011 Paris, France",ChIJu1DtVvxt5kcRqHa5XRn0Sis,4.4,261,N/A,http://www.grandcafebataclan.com/,11
Bistrot Paul Bert,"18 Rue Paul Bert, 75011 Paris, France",ChIJnYPdmaZz5kcR80ulUF3wtjQ,4.3,1398,N/A,https://bistrotpaulbert.fr/,11
Brasserie café le Paris,"24 Bd Richard-Lenoir, 75011 Paris, France",ChIJ1yG9aP9t5kcRFRijH8vEfOs,4.1,313,2,N/A,11
Falstaff,"10-12 Pl. de la Bastille, 75011 Paris, France",ChIJq1z05ABy5kcRoVEvXvE8i6Q,4,3340,N/A,https://falstaffcafe.fr/,11
Bistro K,"140 Rue de la Roquette, 75011 Paris, France",ChIJT7MSpWlt5kcR2PhBhXwPJxE,4.9,94,N/A,https://instagram.com/bistro_k_75011?igshid=YTQwZjQ0NmI0OA==,11
A la renaissance,"87 Rue de la Roquette, 75011 Paris, France",ChIJbSGWjvdt5kcRTZPgPTeuDPA,4.3,464,2,https://www.wiictechnology.com/WiiC_clouds/offre.php?resto=407,11
La Bonne Bière,"32 Rue du Faubourg du Temple, 75011 Paris, France",ChIJDTLm1wlu5kcRyjzp_OKbLu4,4,2175,2,http://www.alabonnebiere.com/,11
La Poulette de Grain,"261 Rue du Faubourg Saint-Antoine, 75011 Paris, France",ChIJFVHlmwxy5kcRb-DbIbw-RXg,4.5,894,2,https://lapoulettedegrain.fr/fr,11
Au Cadran Voltaire,"109 Bd Voltaire, 75011 Paris, France",ChIJ48WzqPdt5kcROEVl6Np10lQ,4.2,1448,2,N/A,11
La Fine Mousse,"6 Av. Jean Aicard, 75011 Paris, France",ChIJBajpzPFt5kcR_n4amMZrFbk,4.5,1934,2,http://www.lafinemousse.fr/,11
Le Bec Salé,"119 Rue de la Roquette, 1 Rue Pétion, 75011 Paris, France",ChIJizAcJPRt5kcRq5XuOmNlo-g,4.6,571,1,http://lebecsale.eatbu.com/,11
BRASSERIE AU MÉTRO OBERKAMPF,"19 Rue de Malte, 75011 Paris, France",ChIJX6Ueaf1t5kcRVzbXSKA_kwo,3.8,910,2,https://www.aumetro-oberkampf.fr/,11
Le 217 Brasserie Restaurant,"217 Av. Daumesnil, 75012 Paris, France",ChIJERw-nmhy5kcR2F6bGEVgvPw,4.7,1128,2,N/A,12
La Petite Place Paris 12,"202 Rue du Faubourg Saint-Antoine, 75012 Paris, France",ChIJI4q2LW1z5kcRQEp5PbYSftk,4.6,172,N/A,https://cafelapetiteplace.fr/,12
The European,"21 bis Bd Diderot, 75012 Paris, France",ChIJG8QItARy5kcR2o92U4mIRjc,4.1,4724,2,http://www.l-europeen.com/,12
Au Bois Doree,"270 Av. Daumesnil, 75012 Paris, France",ChIJMUU3tmBy5kcRzeL-OBA3wJI,4.8,480,2,http://www.auboisdoree.fr/,12
L'Ébauchoir,"43-45 Rue de Cîteaux, 75012 Paris, France",ChIJ37Xhzw5y5kcRr2FfxIiIF_w,4.7,1467,2,http://www.lebauchoir.com/,12
L´Angélique Café,"125 Rue de Reuilly, 75012 Paris, France",ChIJ_y7RSQ9z5kcR08cIJ5ZowKU,4.6,306,2,http://www.groupechouette.com/,12
Café Restaurant L’Arrosoir,"75 Av. Daumesnil, 75012 Paris, France",ChIJ61rG8A9y5kcRik7Xz5oN-MQ,4,1877,2,http://www.restaurant-larrosoir.com/,12
Com' à la maison,"51 Av. du Dr Arnold Netter, 75012 Paris, France",ChIJ_3X3WGNy5kcRpi5EI5laEQk,4.7,152,1,https://comalamaisonparis.com/,12
La Promenade,"32 Av. Daumesnil, 75012 Paris, France",ChIJHTdkFgVy5kcR2bA56JIsfP8,4.4,863,2,https://www.facebook.com/LaPromenadeParis/,12
Chez ma belle mère,"257 Av. Daumesnil, 75012 Paris, France",ChIJ89jpMGdy5kcRn2PmhCdszhs,4,1946,2,http://menuonline.fr/chezmabellemere,12
"Restaurant, Bar , Brasserie La Tour, cuisine traditionnelle, Paris Gare De Lyon , Galerie Gamma","193 Rue de Bercy, 75012 Paris, France",ChIJH_pAExty5kcRlzSZi9qLGpA,4.5,506,N/A,https://brasserie-la-tour-restaurant-paris.eatbu.com/,12
Le Dalou,"30 Pl. de la Nation, 75012 Paris, France",ChIJx-g2_3By5kcRmqpWnykXIT0,3.7,2966,2,https://www.brasserie-ledalou.fr/,12
Le Repaire,"100 Av. Daumesnil, 75012 Paris, France",ChIJt7JoNBJy5kcRckUfq-q7E8I,4.4,753,1,https://www.lerepaire-restaurant.fr/,12
Café Millésimes,"88 Rue de Picpus, 75012 Paris, France",ChIJu8ikUVNz5kcRLq9L5LLFE5A,4.5,177,N/A,https://www.privateaser.com/lieu/48970-Cafe-millesimes,12
Les affranchis,"14 Av. Daumesnil, 75012 Paris, France",ChIJTROzwKFz5kcRa-gtIrRa_Jg,4.5,496,2,N/A,12
Aux Cadrans,"21 ter Bd Diderot, 75012 Paris, France",ChIJG8QItARy5kcRS86xWeom4e0,4.2,1579,2,N/A,12
Le Bel Air,"Av. du Dr Arnold Netter, 75012 Paris, France",ChIJk0-VY2Ny5kcRnuldKBoG_z0,4,854,2,N/A,12
Au Tramway,"253 Av. Daumesnil, 75012 Paris, France",ChIJWyAr_mZy5kcRW5bdmoBtGeY,4.2,1207,2,N/A,12
Bistro Lyonnais,"6 Rue Michel Chasles, 75012 Paris, France",ChIJH9Dq3ARy5kcRHdtJ7boEAv4,4.4,772,2,N/A,12
La Cantine de daumesnil - restaurant paris 12,"119 Rue de Reuilly, 75012 Paris, France",ChIJLfkxom5y5kcRimLiWd35rv0,4.3,693,2,https://www.facebook.com/lacantinededaumesnil/,12
Le Chevaleret - Brasserie,"122 Rue du Chevaleret, 75013 Paris, France",ChIJYTOknXFz5kcR63uZeaVo6Z0,4.6,178,N/A,https://www.facebook.com/Le-Chevaleret-2226344361026883/,13
Chez Trassoudaine,"3 Pl. nationale, 75013 Paris, France",ChIJr36aZSdy5kcRAddTio5dOrQ,4.8,1417,3,http://cheztrassoudaine.com/,13
Chez Lili et Marcel,"1 Quai d'Austerlitz, 75013 Paris, France",ChIJKceE-xhy5kcRCulqReHFCuM,4.1,4213,2,http://www.chezlilietmarcel.com/,13
Les Affranchis,"98 Rue de Tolbiac, 75013 Paris, France",ChIJ6yHMF4hx5kcRMOPGcynDBBc,4.3,1180,2,http://les-affranchis.paris/,13
Le Quai Brasserie,"192 Av. de France, 75013 Paris, France",ChIJP2vSeSlz5kcR4Jx3BF6ig6o,4.1,379,N/A,http://brasserie-lequai.fr/,13
L'Age d'Or,"26 Rue du Dr Magnan, 75013 Paris, France",ChIJiQepvIhx5kcRjn9X73FvFao,4.2,1182,2,http://www.lagedorparis.com/,13
Dudule,"205 Bd Vincent Auriol, 75013 Paris, France",ChIJJ-J8wRZx5kcRMqHPiufAO8Y,4.4,1236,2,https://www.cafedudule-paris.com/,13
Le Val Royal,"93 Bd de Port-Royal, 75013 Paris, France",ChIJg7TTM8Bx5kcR2Jo3OLzjLeM,4.1,392,2,https://www.privateaser.com/lieu/39408-le-val-royal,13
Café Grand Albert,"30 Rue Albert, 75013 Paris, France",ChIJkZz_0Zhz5kcRy-bh6KV-9jQ,4.5,84,N/A,N/A,13
La Halte Paris 13,"130 Bd Vincent Auriol, 75013 Paris, France",ChIJmycOpotx5kcRbYKGJsqE8r0,4.5,404,2,N/A,13
Café Jules,"2 Rue Bobillot, 75013 Paris, France",ChIJLwvkCo5x5kcRWhEpKtaBTu4,4.4,2877,2,https://www.cafejules-paris.com/,13
L'Avenue,"120 Av. de France, 75013 Paris, France",ChIJg6wFsjxy5kcR3CfwT8tT7MI,3.5,1524,2,https://wiicmenu-qrcode.com/app/restaurantWebSite.php?resto=914,13
Le Verbalon,"198 bis Rue de Tolbiac, 75013 Paris, France",ChIJCWw0eUpx5kcRvEdNsedJ6yo,4.5,474,2,https://leverbalon.fr/,13
Bomby's Café,"9 Pl. d'Italie, 75013 Paris, France",ChIJ32dsNIxx5kcRY8DntGPt2iY,4.3,338,2,https://wiictechnology.com/WiiC_clouds/offre.php?resto=546,13
La Place,"194 Av. de Choisy, 75013 Paris, France",ChIJOdi_8o5x5kcR46CbkVw5zA4,4.1,826,2,N/A,13
Le Débonnaire,"107 Rue du Chevaleret, 75013 Paris, France",ChIJwdheZiNy5kcRSQysf6Y7lP0,4.3,968,2,http://www.ledebonnaire.fr/,13
Les Frangins,"3 Rue des Gobelins, 75013 Paris, France",ChIJazZ_zZJx5kcRsgsQEGJh6Mc,4.5,456,2,https://restaurant-les-frangins.fr/,13
Restaurant l'Excuse,"219 Rue de Tolbiac, 75013 Paris, France",ChIJgSEE3plx5kcR2rQD6oENZLU,4.2,252,2,N/A,13
L’Audièrnes,"22 Rue Louise Weiss, 75013 Paris, France",ChIJKew0hiFy5kcRKidKwaWAKCg,4.4,304,N/A,http://www.laudiernes.fr/,13
Le Limousin,"42 Rue Cantagrel, 75013 Paris, France",ChIJGZJeECVy5kcRqLxoR1gp0Qk,4.6,1004,2,http://le-limousin-brasserie.fr/,13
Maison Péret - Restaurant Brasserie - Rue Daguerre,"6 Rue Daguerre, 75014 Paris, France",ChIJXdQBKypx5kcRfOcgEE7W7Ug,4.5,490,2,https://www.maisonperet.com/fr/?utm_source=google&utm_medium=mybusiness,14
Félicie,"174 Av. du Maine, 75014 Paris, France",ChIJm6EsEbRx5kcRH6fDdzGtCP4,4.4,1883,2,http://www.felicie.info/,14
Au P'tit Zinc,"2 Rue des Plantes, 75014 Paris, France",ChIJ4Q62DbRx5kcRcyVkp26QEGk,4.6,700,2,http://au-p-tit-zinc.lany.io/,14
Café Brasserie Le Paul Fort,"34 Rue Paul Fort, 75014 Paris, France",ChIJdZ2cq69x5kcRfn6v41KmYeM,4.6,210,1,N/A,14
Jacky et Tètelle,"11 Rue Didot, 75014 Paris, France",ChIJFc0N4bRx5kcRPr25qaiadXk,4.5,221,N/A,https://www.privateaser.com/lieu/50254-brasserie-du-chateau,14
Brasserie Partage,"79 Rue Didot, 75014 Paris, France",ChIJp1NwddJx5kcRYrTwm9odg8U,4.7,320,N/A,http://www.partagebrasserie.fr/,14
La Coupole,"102 Bd du Montparnasse, 75014 Paris, France",ChIJYafZxs5x5kcRiDaXQXadCBY,4.4,12502,3,https://www.lacoupole-paris.com//?utm_source=Google&utm_medium=GMB&utm_campaign=COU&y_source=1_MTE2NjUxODQtNzE1LWxvY2F0aW9uLndlYnNpdGU=,14
Le petit sommelier de Paris,"49 Av. du Maine, 75014 Paris, France",ChIJK-0NQMtx5kcRT2guyXzQChc,4.1,1379,2,https://www.lepetitsommelierdeparis.com/,14
Le Jéroboam,"72 Rue Didot, 75014 Paris, France",ChIJwXuqqk1w5kcRsKIDTpgRJzA,4.8,3645,2,http://www.lejeroboam.fr/,14
Au Bistrot d'à Côté Paris 14ème,"18 Rue Lalande, 75014 Paris, France",ChIJndbsU7Zx5kcRT-RfPHpe1Zo,4.7,415,2,N/A,14
L’Essentiel - Restaurant Paris 14,"168 Rue d'Alésia, 75014 Paris, France",ChIJvW_a_ktw5kcR-H-c9tgHuGQ,4.3,555,2,https://lessentiel-paris-14.fr/fr,14
Bistrot Basilic,"34 Rue Pierre Larousse, 75014 Paris, France",ChIJw1zvYgxx5kcR9PVaG9WbDEE,4.9,187,N/A,https://bistrot-basilic-paris-14.fr/fr,14
Bar Les Mains D' Or Restaurant,"22 Rue de l'Amiral Mouchez, 75014 Paris, France",ChIJP-wRoqJx5kcRb5I2nD6iTVc,4.7,425,2,N/A,14
Comptoir d'Alésia,"125 Rue d'Alésia, 75014 Paris, France",ChIJqaVIqrNx5kcRdPP_ysl_O74,4.2,443,2,https://www.comptoirdalesia.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,14
Brasserie le Square,"198 Rue Raymond Losserand, 75014 Paris, France",ChIJZ6k6cUVw5kcRz8zaqk90GH8,4.2,218,N/A,https://www.facebook.com/Brasserie-Le-Square-533091136868706/,14
Restaurant 14 Juillet,"99 Rue Didot, 75014 Paris, France",ChIJ554eu01w5kcRZkgiWHZiYqM,4.5,687,2,https://www.le14juillet.fr/,14
Les Petits Parisiens (Bistrot de bons goûts),"49 Av. Jean Moulin, 75014 Paris, France",ChIJ65kTdVNx5kcRb34kg2awxac,4.5,221,N/A,http://www.petits-parisiens.fr/,14
Les Petits Plats,"39 Rue des Plantes, 75014 Paris, France",ChIJOZXq-7Jx5kcRr7k3qLJAwXM,4.6,577,2,N/A,14
La Contre Allée,"83 Av. Denfert Rochereau, 75014 Paris, France",ChIJveLzibhx5kcRN9RVCDkac1U,4.7,200,N/A,http://www.contreallee.net/,14
Le Petit Broc,"206 Bd Raspail, 75014 Paris, France",ChIJz3lcK89x5kcRsxTboX7MsPg,4.3,532,2,http://www.lepetitbroc.fr/,14
Harper's Paris 15,"46 Bis Bd du Montparnasse, 75015 Paris, France",ChIJ04fqLM1x5kcRwZp44k_mdCY,4.8,2849,2,http://www.harpers-restaurant.com/,15
